address_1,address_2,label
"Largo Santo António, 13, Pias, 7830-206","Largo de Santo António, 20, Pias, 7830-206",0
"Cam Telheira, 48, Soalhães, 4630-757","Cam Fonte Da Aldeia, 73, Soalhães, 4630-655",0
"Rua da Alagoa, 24, Almeirim, 2080-070","alagoa da r, 24, Almeirim",1
"Rua Miguel Bombarda, 16, Sabóia, 7665-844","Rua da Rocha, 26, Sabóia, 7665-847",0
"Rua Vargem Conj Hab Da Vargem, 45, Funchal, 9000-705","r vargem conj hab da vargem, 45, Funchal, 9000-705",1
"Rua do Rosmono, 5, Casével, 7780-020","Rua do Rosmono, 5, Casével",1
"Rua Vivas, 28, Beirã, 7330-012","r vivas, 28, Beirã, 7330-012",1
"Rua de Moçambique, 71C, Coimbra, 3030-062","Rua de Moçambique, 71C, 3030-062",1
"Rua Vivendas do Sol, 1 B, Barro Branco, 7150-321","Rua da Cal, 20A, Barro Branco, 7150-321",0
"Rua do Algaz, 6, Carregueira, 2140-666","Rua D, 49, Carregueira, 2140-670",0
"Rua da Manteigada, 89, Setúbal, 2910-241","rz manteigada da, 89, Setúbal, 2910-241",1
"Estrada Municipal 501, LT 3, Quintas, 7630-560","Estrada Municipal 501, 21, Cabeção, 7490-072",0
"Rua Dona Maria Rosário Perdigão, 11;9, Reguengos de Monsaraz, 7200-406","Rua do Covalinho, 1, Reguengos de Monsaraz",0
"Ramp Monte De Vila, 145, Favões, 4625-073","R Monte De Vila, 7, Favões, 4625-117",0
"Avenida Tivoli, Quarteira, 8125-410","Avenida Engenheiro João Meireles, 23, Quarteira, 8125-507",0
"Caminho Ribeiro Seco, 2, Funchal, 9060-273","Caminho Ribeiro Seco, 2, Funchal",1
"Rua da Azinhaga, 4, Cadoços, 7570-205","Rua Nova, 15, Cadoços, 7570-294",0
"Avenida Dom Sebastião, 119, Costa da Caparica, 2825-408","Avenida Dom Sebastião, 119, 2825-408",1
"Praceta Doutora Adelaide Coutinho, 6, Almada, 2800-050","Praceta António Sérgio, 6A, Almada, 2805-091",0
"Rua da Boavista, 28, Santo Aleixo da Restauração, 7875-155","Rua da Boavista, 28, Santo Aleixo da Restauração",1
"Rua da Esperança, 139, Setúbal, 2910-052","Rua Engº Ferreira Dias - (EN 10 Vale do Cobro), Setúbal, 2910-000",0
"Rua Magalhães Lima, 45, Fuzeta, 8700-036","Rua Magalhães Lima, 45, 8700-036",1
"Largo Rato, 2, Albernoa, 7800-601","Largo da Liberdade, 4, Albernoa, 7800-601",0
"EN 260, 5, Vila Verde de Ficalho, 7830-644","Estrada Nacional 260, Vila Verde de Ficalho, 7830-644",0
"Sítio Traço de Gravatos, Elvas, 7350-473","Sítio Traço de Gravatos, 7350-473",1
"Rossio de Santa Clara, Coimbra, 3040-256","Rua de Baixo, 33, Coimbra",0
"Travessa do Antigo Caminho da Glória, 11, Estremoz, 7100-135","travessa do da cminho antigo glória, 11, Estremoz, 7100-135",1
"Rua Ramalho Ortigão, 15, Amadora, 2700-703","Rua Ramalho Ortigão, 15, Amadora",1
"Estrada do Vale da Rosa, 155, Setúbal, 2910-845","estrda do da vale rosa, 155, Setúbal, 2910-845",1
"Rua dos Malmequeres, 13, Castro Verde, 7780-292","ru malmequeers dos, 13, Castro Verde",1
"Estrada Nacional 125, 61, Olhão, 8700-148","Estrada Nacional 125, 824-H, Fuzeta",0
"Urbanização Quinta dos Passarinhos, 185, Sines, 7520-164","urbanizaão quint ados passarinhos, 185, Sines",1
"Rua do Calvário, 5, Santo Aleixo da Restauração, 7875-172","Rua Nova, 14, Santo Aleixo da Restauração",0
"Rua Nova Do Castelinho, 95, Avessadas, 4630-006","Travessa Nova Do Castelinho, 63, Avessadas, 4630-007",0
"Estrada Nacional 4, 58 B, Silveiras, 7050-677","4 nacoinal estrada, 58 B, Silveiras",1
"Rua da Peninha, 4, Portalegre, 7300-496","Rua da Peninha, 4, 7300-496",1
"Largo da Sé Velha, 19, Coimbra, 3000-383","Largo da Sé Velha, 19, Coimbra",1
"Rua de Serpa, 11, Vales Mortos, 7830-497","Rua de Serpa, 11, 7830-497",1
"Rua Principal, 7, Alter do Chão, 7440-094","Rua Cimeira de Madrid, 3, Alter do Chão, 7440-010",0
"R Vinha, 136, Várzea Do Douro, 4575-448","r vinha, 136, Várzea Do Douro",1
"Rua do Arrife, 4, Flamengos, 9900-401","Rua Nova Artista Flamenguense, Flamengos, 9900-401",0
"Avenida Imaculada Conceição, 114, Braga, 4710-820","Avenida Imaculada Conceição, 114, Braga",1
"Rua Guerra Junqueiro, 54, Almeirim, 2080-144","Rua Guerra Junqueiro, 54, Almeirim",1
"Rua José Damásio dos Santos, LT 15, Olhão, 8700-395","Rua do Comércio, 42, Olhão, 8700-427",0
"Vereda Canarios, 4, Câmara de Lobos, 9325-097","Vereda Canários, 11, Câmara de Lobos, 9325-006",0
"Caminho Lombo Da Rocha, 87, Calheta, 9370-612","Caminho Lombo Rocha, 96, Calheta, 9370-612",0
"Rua João Pinto Ribeiro, 4, Grândola, 7570-275","Rua Doutor Vitor Manuel Ribeiro da Rocha, Grândola, 7570-256",0
"Rua Jose Joaquim Costa Cci, CCI 401, Câmara de Lobos, 9325-100","Rua José Joaquim Costa, 39I, Câmara de Lobos, 9325-100",0
"Rua Joaquim Alves Salgado, 2, Brotas, 7490-025","r joaqium alves salgao, 2, Brotas, 7490-025",1
"Rua Severiano Falcão, 5, Amadora, 2700-179","Rua Ordem Militar do Hospital, 5, Amadora, 2700-725",0
"Largo de São José, 6, Santo António do Baldio, 7200-082","Rua Bairro de Santo António, 11, Santo António do Baldio, 7200-082",0
"Beco Saco, 5, Alqueva, 7220-012","beco saco, 5, Alqueva",1
"Rua Luis de Camões, 16, Faro, 8000","Rua Luís de Camões, Faro, 8004-014",0
"Rua Direita, 150, Benfica do Ribatejo, 2080-329","ura direia, 150, Benfica do Ribatejo, 2080-329",1
"Rua do Menino Jesus, 27, Évora, 7000-601","Rua do Menino Jesus, 27, 7000-601",1
"Arruamento Dr João Maurício Abreu Santos, 97, Calheta, 9370-521","Arruamento Dr João Maurício Abreu Santos, 97, 9370-521",1
"Rua Amadas, 33, Alcaçovas, 7090-034","Rua Amadas, 33, 7090-034",1
"Rua do Aval de Cima, 128, Porto, 4200-105","Rua Arroteia, 12, Porto, 4200-091",0
"Vereda Pomar Meio, 9, Câmara de Lobos, 9325-353","Vereda Pomar Do Meio, 5, Câmara de Lobos, 9325-353",0
"Rua Alexandre Herculano, 58, Vila Viçosa, 7160-367","Rua Alexandre Herculano, 58, 7160-367",1
"Rua da Cadeia Velha, 30, Serpa, 7830-403","velha da cadeia r, 30, Serpa",1
"Rua Das Areias de Tras, 39, Castro Verde, 7780-165","r das areias tras dte, 39, Castro Verde",1
"Estrada da Chamburguinha, 12 E, Setúbal, 2910-152","da estrada chamburguniha, 12 E, Setúbal",1
"Rua da Charneca, 39, Venda Nova, 2970-841","Rua da Charneca, 6, Domingos da Vinha, 6040-025",0
"R Pinheiro, 200, Vila Boa Do Bispo, 4625-613","R Pinheiro, 200, Vila Boa Do Bispo",1
"Rua Alegria, 6, Câmara de Lobos, 9300-392","Rua Alegria, 6, 9300-392",1
"Rua do Ribeiro, Tornada, 2500-315","Rua Casais do Barreiro, Tornada, 2500-315",0
"Rua de Nossa Senhora, 2, Borba, 7150-160","r de onssa sewnhora, 2, Borba",1
"Largo Doutor Alberto Botelho Moraes, 14, Gáfete, 7430-295","Largo 25 de Abril, 4, Gáfete, 7430-260",0
"Rua Vice Almirante António Ladislau Parreira da Rocha, 27, Serpa, 7830-372","Rua Vice Almirante António Ladislau Parreira da Rocha, 27, 7830-372",1
"Passeio da Judia, 23, Vila Nova de Santo André, 7500-110","passeio judia daq, 23, Vila Nova de Santo André",1
"Rua Manuel da Fonseca, 10, Cuba, 7940-164","Rua Manuel da Fonseca, 10, Cuba",1
"Rua do Bairro Social, 67, Esmoriz","Rua André Brum, 35, Esmoriz, 3885-406",0
"Praceta Sophia de Mello Breyner Anderson, 5, Rio Maior, 2040-355","Praceta Sophia de Mello Breyner Anderson, 5, 2040-355",1
"Rua Professor Fernando Magano, 0, Porto, 4250-043","Rua da Constituição, 437, Porto",0
"Travessa Raposeira, 24, Calheta, 9370-341","Travessa Raposeira, 24, 9370-341",1
"Rua dos Brejinhos, Campo, 2500-303","Rua dos Brejinhos, 17, Caldas da Rainha, 2500-917",0
"Rua Cecilía Meireles, Lisboa, 1500-327","Rua C, Lisboa, 1749-077",0
"Rua da Guiné-Bissau, LT 51, Pinhal Novo, 2955-155","r da guniéb-issau, LT 51, Pinhal Novo, 2955-155",1
"Rua de Serpa, 16, Vales Mortos, 7830-497","Rua de Serpa, 16, Vales Mortos",1
"Rua Doutor Justino dos Santos, 90, São Teotónio, 7630-652","rd outor justino dos santos, 90, São Teotónio",1
"Rua Vasco Da Gama, Semblana, 7700-272","Rua Vasco Da Gama, 6, Alcaçovas, 7090-065",0
"Caminho do Canto, Achada, 9630-024","Rua São João Baptista ou Caminho do Calhau, Achada, 9630-017",0
"Rua Jacinto Ricardo, 2, Aldeia de Palheiros, 7670-202","r ricardo jacinto, 2, Aldeia de Palheiros, 7670-202",1
"Rua Vale Da Ajuda, 20, Funchal, 9000-116","r vale da ajuda, 20, Funchal, 9000-116",1
"Avenida da Restauração, Alcochete, 2890-012","Avenida Sociedade Imparcial 15 de Janeiro de 1898, 112, Alcochete, 2890-512",0
"Rua 25 de Abril, 94, Nisa, 6050-343","abirl de r25, 94, Nisa",1
"Rua de Timor, 84, Almeirim, 2080-103","Rua de Timor, 84, Almeirim",1
"Rua Brigadeiro Oudinot, 2, Funchal, 9060-209","Rua Brigadeiro Oudinot, 2, 9060-209",1
"Avenida Amparo Conj Habit Do Amparo, 157, Funchal, 9000-783","Avenida Amparo, 16, Funchal, 9000-783",0
"Largo Dona Leonor Faria Gomes, 7, Oeiras, 2780-000","largoi dona leonor faria gomes, 7, Oeiras, 2780-000",1
"Rua Comprida, 80, São Marcos do Campo, 7200-072","ruya comprida, 80, São Marcos do Campo, 7200-072",1
"Rua Capitão Salgueiro Maia, Alcochete, 2890-041","Rua da Quebrada, 10, Alcochete, 2890-180",0
"Largo de São Cristóvão, 2, São Cristóvão, 7050-600","Largo António Mousinho Almandanim, 6, São Cristóvão, 7050-600",0
"Travessa Mariana Godinho, 8, Sines, 7520-261","Travessa Mariana Godinho, 8, 7520-261",1
"Rua Nova, 4, Vila Verde de Ficalho, 7830-651","Rua Nova, 4, Vila Verde de Ficalho",1
"Rua Serafim Pimentel, 4, Gavião, 6040-127","Rua Manuel Marques de Oliveira, 7, Gavião, 6040-123",0
"Rua Latino Coelho, 10, Peniche, 2520-468","r latino colo, 10, Peniche",1
"Rua Ilha da Abóbora, 43, Cabanas de Tavira, 8800-595","r ilha da abóbora, 43, Cabanas de Tavira, 8800-595",1
"Caminho do Meio, 27A, Praia do Almoxarife, 9900-451","caimnhoi do meio, 27A, Praia do Almoxarife, 9900-451",1
"Entrada N 1 Da Estrada José Ângelo Pestana De Barros, 5, Câmara de Lobos, 9325-052","Entrada N 4 Da Estrada José Ângelo Pestana De Barros, 82, Câmara de Lobos, 9325-052",0
"Rua 5 de Outubro, 46, Comenda, 6040-041","de 5 r outubro, 46, Comenda",1
"Rua dos Restauradores, 10, Rio Maior, 2040-091","Rua da Aberta, 6, Rio Maior, 2040-061",0
"Rua 5 de Outubro, 39-B, Vila Real de Santo António, 8900","Rua 5 de Outubro, 39-B, 8900",1
"Largo do Mineiro, 5, Aljustrel, 7600-040","larzgo do mineioro, 5, Aljustrel",1
"Rua 1 Br Da Portela, 7, Marco De Canaveses, 4630-210","r da brz 1 pxortela, 7, Marco De Canaveses",1
"Loteam Lages, Vila Boa Do Bispo, 4625-596","Lages, Vila Boa Do Bispo, 4625-596",0
"Rua Miguel Lupi, Lisboa, 1249-077","r miguel lpi, Lisboa, 1249-077",1
"R 29 Agosto 1984, 1984, Folhada, 4635-163","R 29 Agosto, Folhada, 4635-163",0
"Rua da Escola Nova, Valverde, 6230-804","r da esoclanova, Valverde",1
"Rua Doutor José Pires Padinha, 30, Tavira, 8800-354","Rua Doutor José Pires Padinha, 30, 8800-354",1
"Rua Alves Roçadas, 13, Entroncamento, 2330-100","Rua dos Foros da Lameira, 29, Entroncamento, 2330-515",0
"Rua Tristão da Cunha, Caldas da Rainha, 2500-852","Av. D. Manuel Figueira da Câmara, Caldas da Rainha, 2500-184",0
"Rua Luiz de Camões, 58A, Ponte de Sôr, 7400-270","r lu izde camões, 58A, Ponte de Sôr, 7400-270",1
"Rua Professor Doutor Costa Simões, 55, Mealhada, 3050-326","Rua Capitão Cabral, Lote: 2, nº18, Mealhada",0
"Rua do Castelo, 6, Nossa Senhora da Graça de Póvoa e Meadas, 7320-011","Rua do Castelo, 6, 7320-011",1
"Rua das Felgueiras, 14, Valpaços, 5445-083","rf das felgueiras, 14, Valpaços, 5445-083",1
"Rua das Flores, 30A, Estremoz, 7100-070","r das flores, 30A, Estremoz, 7100-070",1
"Rua Carlos Alberto Pinto de Abreu, 33, Coimbra, 3040-245","r acrlos albeto pinto de abreu, 33, Coimbra, 3040-245",1
"Rua do Socorro, 9, Cuba, 7940-185","Rua do Socorro, 9, 7940-185",1
"Rua do Álamo, 7, Garvão, 7670-136","Rua do Álamo, 7, Bairro dos Canaviais, 7005-418",0
"Impasse Urbanização Do Pedregal, 2, Câmara de Lobos, 9300-432","Impasse Urbanizacao Pedregal, 6, Câmara de Lobos, 9300-432",0
"Impasse Vale Seco, 17, Calheta, 9385-282","Impasse Vale Seco, 17, Calheta",1
"Rua de Redondo, 42, Montoito, 7200-053","Rua Bento de Jesus Caraça, 41, Montoito, 7200-053",0
"Rua Tapada da Eira, 5, Azaruja, 7005-126","Praça Tapada da Eira, 8, Azaruja, 7005-126",0
"Rua de Estremoz, 56, Arcos, 7100-025","Rua Francisco Manuel Cardoso, LT 17, Arcos, 7100-025",0
"Rua Doutor João Branco Guerreiro, 1, Mucifal","Rua da Capela, 1, Mucifal, 2705-216",0
"Rua de Salgueirinhos, 37, Ribeirão, 4760-724","Rua do Eirado, 21, Ribeirão, 4760-706",0
"Rua do Relógio de Sol, 42, São João da Madeira, 3700-237","Rua do Relógio de Sol, 42, São João da Madeira",1
"Rua Doutor  Armando Cumbre, 19, Chamusca, 2140-114","Rua Doutor  Armando Cumbre, 19, 2140-114",1
"Travessa Carlos Jesus Vareda, Marinha Grande, 2430-438","Travessa Carlos Jesus Vareda, Marinha Grande",1
"Largo Porta Nova, 3, Alvito, 7920-017","Largo da Porta Nova, 1, Alvito, 7920-017",0
"Caminho Serrado, 48, Calheta, 9385-274","Caminho Serrado, 48, Calheta",1
"R Poca Sino, SEM NUMERO, Penha Longa, 4625-358","R Poca Do Sino, 197, Penha Longa, 4625-358",0
"Rua do Montinho, 23, Vimieiro, 7040-647","Rua Nova do Montinho, 6, Vimieiro, 7040-664",0
"Avenida Dom Dinis, Vila Real, 5000-600","Avenida Aureliano Barrigas, 175, Vila Real, 5000-413",0
"Rua do Juncal, 527, Ermesinde, 4445-489","Rua do Juncal, 527, Ermesinde",1
"Bairro dos Eucaliptos, 13, Aljustrel, 7600-026","Bairro dos Eucaliptos, 13, Aljustrel",1
"Rua Joao Deus, 22, Serpa, 7830-456","Rua João de Deus, 36, Serpa, 7830-456",0
"Rua 5 de Outubro, 55, Évora, 7000-854","r5 de outubwro, 55, Évora, 7000-854",1
"Rua Antonio Procoro Macedo Junior g, G, Câmara de Lobos, 9325-018","Rua Antonio Procoro Macedo Junior j, J, Câmara de Lobos, 9325-018",0
"Rua de Fez, 1252, 1276, Porto, 4150-328","Rua da Constituição, 437, Porto",0
"Estrada da Figueirinha, 9, Fazenda, 7400-121","Estrada da Figueirinha, 9, 7400-121",1
"Rua Professor Manuel Fernandes Morgado, 6, Vimieiro, 7040-665","Rua Doutor Teófilo Salvado, Vimieiro, 7040-621",0
"Rua Alfredo Keil, 5, Odivelas, 2675-210","Rua Doutor Alexandre Braga, Lote 1, Odivelas, 2675-274",0
"Rua da Lavoura, 28, Beja, 7800-148","ra da lavoura, 28, Beja",1
"Rua Comandante Guilherme Gomes Fernandes, 43, Odemira, 7630-152","Rua Comandante Guilherme Gomes Fernandes, 43, 7630-152",1
"Rua 1º de Maio, 10, São João da Ribeira, 2040-460","r de ux1º maio, 10, São João da Ribeira, 2040-460",1
"Rua dos Melros, Luz, 8600-212","Rua Doutor Sá Carneiro, 5, Luz, 7240-100",0
"Rua Jerónimo Roque Nico, 4, São Miguel de Machede, 7005-752","Rua do Redondo, 13, São Miguel de Machede, 7005-768",0
"Rua de Macau, 14, Montijo, 2870-817","Rua Joaquim de Almeida, 70, Montijo, 2870-340",0
"Rua do General Silveira, 34, Porto","Rua das Mercês, 152, Porto, 4200-995",0
"Rua Avessao, 725, Avessadas, 4630-007","r avessao, 725, Avessadas, 4630-007",1
"Rua de São Sebastião, 33, Olhão, 8700-420","Rua de São Sebastião, 33, Olhão",1
"Rua Guilhermina Suggia, 216, São João da Madeira, 3700-134","Rua da Madeira, 550, São João da Madeira, 3700-176",0
"Praceta de Macau, 9, Campo Maior, 7370-023","Praceta de Macau, 9, Campo Maior",1
"Rua da Capa Rota, 9, Póvoa de São Miguel, 7885-256","ruua dya rota capa, 9, Póvoa de São Miguel",1
"Rua 1º de Janeiro, 28, Olhão, 8700-512","Rua 31 de Janeiro, 35, Olhão, 8700-521",0
"Rua Filipe Simões, 21, Coimbra, 3000-186","Rua António Augusto Gonçalves, Coimbra, 3041-901",0
"Rua 5 de Outubro, 3, Almeirim, 7780-101","Praça Lourenço de Carvalho, 28A, Almeirim, 2080-052",0
"Rua Latoa, 19, Moura, 7860-136","r latoa, 19, Moura, 7860-136",1
"Rua de São José, 5, Rosário, 7250-203","Rua Tras, 2D, Rosário, 7700-235",0
"Rua Adriano Correia de Oliveira, 14, Figueira dos Cavaleiros, 7900-243","Rua do Norte, 34, Figueira dos Cavaleiros, 7900-255",0
"Rua 1, 3, Jungeiros, 7600-404","Rua Neutel e Silva, 1, Jungeiros, 7600-404",0
"Rua Francisco de Paula Frayão Metello, LT 28, Bairro das Amoreiras, 7570-173","Rua 5 de Outubro, 29, Bairro das Amoreiras, 7570-169",0
"Rua Castelo, 18, Alcácer do Sal, 7580-140","Rua Castelo, 18, Alcácer do Sal",1
"Rua Comandante Henrique de Brito, 43, Tavira, 8800-328","Rua Comandante Henrique de Brito, 9, Cabanas De Tavira, 8800-591",0
"Rua da Estação, LT 2, Arcos, 7100-011","r d esqtação, LT 2, Arcos",1
"Rua Gonçalves Zarco, 33, Coimbra, 3030-053","Rua Gonçalves Zarco, 33, 3030-053",1
"Rua Mira Mar, Zambujeira do Mar, 7630-789","r mitram ar, Zambujeira do Mar",1
"Passeio da Águia Pesqueira, Vila Nova de Santo André, 7500-190","Rua da Lagartixa, 226, Vila Nova de Santo André, 7500-110",0
"Rua Padre Mendes, 14, Santa Eulália, 7350-451","Rua Padre Mendes, 14, Santa Eulália",1
"Largo 25 de Abril, 85, Guimarães, 4810-428","Circular Urbana de Guimarães\r\nEN 105, Guimarães, 4810-910",0
"Travessa Lagar, 8, Câmara de Lobos, 9300-236","Travessa Lagar Da Giesta, Câmara de Lobos, 9300-088",0
"Rua Conselheiro Albuquerque, 23, Castelo Branco, 6000-161","Rua A, Castelo Branco, 6000-459",0
"Cc Bouca Da Carreira, 17, Sande Mcn, 4625-420","R Bouca Da Carreira, 148, Sande Mcn, 4625-420",0
"Rua dos Moinhos, Pó, 2540-491","Rua dos Moinhos, Pó",1
"Rua dos Estudos, 6, Coimbra, 3000-564","r estudos dos, 6, Coimbra, 3000-564",1
"Avenida da República, 28A, Lisboa, 1050-192","avenwidal da república, 28A, Lisboa",1
"Rua Nova da Cruz, 77, Olhão, 8700-504","r da nova cruz, 77, Olhão, 8700-504",1
"Rua Heróis do Ultramar, 56, Campo Maior, 7370-026","r ultramar do heórs, 56, Campo Maior, 7370-026",1
"Rua do Rossio, 20, Pias, 7830-261","Rua do Rossio da Estação, 35, Pias, 7830-261",0
"Rua Alberto de Sousa, 147, Évora","Rua A, 5, Évora, 7005-283",0
"Rua Doutor Alberto Cruz, 41, Braga, 4710-375","Rua Doutor Alberto Cruz, 13, Ponte da Barca, 4980-629",0
"Rua Azinhaga da Quinta, 1, Bencatel, 7160-069","Rua Azinhaga da Quinta, 1, Bencatel",1
"Rua Cinco de Outubro, 5, Arraiolos, 7040-028","Rua Cinco de Outubro, 5, 7040-028",1
"Rua de Olivença, 2, Odemira, 7630-156","Rua de Olivença, 2, Odemira",1
"Rua dos Arneiros, 10, Arruda dos Pisões, 2040-041","Rua Soldado Joaquim João da Silva, 37, Arruda dos Pisões, 2040-041",0
"Rua 25 de Abril, 72, Pavia, 7490-448","r o25 de abril, 72, Pavia, 7490-448",1
"Rua António Semedo, 4, Montijo, 2870-119","Rua Dom Jorge Mestre de Santiago, 4, Montijo, 2870-310",0
"Avenida das Oliveiras, 94, São João de Ver","Avenida Doutor Francisco Sá Carneiro, 1723, São João de Ver, 4520-616",0
"Rua Joaquim António de Aguiar, 16, Coimbra, 3000-230","Rua Joaquim António de Aguiar, 16, 3000-230",1
"Rua José Filipe Neto Rebelo;Rua da Fonte do Pinheiro, 15;17, Caldas da Rainha, 2500-222","Rua Fonte do Pinheiro;Rua da Fonte do Pinheiro, 62, Caldas da Rainha, 2500-222",0
"Rua Edifício Girassol, 27, Moura, 7860-357","Rua do Girassol, 29, Moura, 7860-357",0
"Rua 5 de Outubro, 5, Ouguela, 7370-200","de 5 r outubro, 5, Ouguela",1
"Rua Narciso Leal, 2, Amadora, 2700-600","Rua Ordem Militar do Hospital, 5, Amadora, 2700-725",0
"Rua de São João, Ribeirão, 4760-721","Rua São João, 79, Ribeirão, 4760-721",0
"Rua Major Figueiredo Rodrigues, 22, Lisboa","Rua Filipe Folque, 20, Lisboa, 1050-113",0
"Rua dos Castelos, 20, Brinches, 7830-141","Rua Acima, 2, Brinches, 7830-117",0
"Rua Doutor Álvaro Sousa Rego, 57, Azaruja, 7005-107","Rua Doutor Álvaro Sousa Rego, 57, 7005-107",1
"Largo do Olival, Constância, 2250-059","Largo do Olival, 1, Vidigueira, 7960-265",0
"Rua do Vale, 5B, Portel, 7220-411","do r vale, 5B, Portel, 7220-411",1
"Bairro das Ferrarias, 2, Portagem, 7330-328","Bairro Novo, 42, Portagem, 7330-328",0
"Rua Joaquim Rodrigues Amaro, 3, Montemor-o-Novo, 7050-254","r rodrigues joaquim amaro, 3, Montemor-o-Novo, 7050-254",1
"Estrada Jose Avelino Pinto, 7, Câmara de Lobos, 9325-049","Estrada José Avelino Pinto, Câmara de Lobos, 9304-007",0
"Travessa das Águas Férreas de Campanhã, 463, Porto, 4300-015","Rua das Águas Férreas de Campanhã, 1, Porto, 4300-013",0
"Rua Tunel Do Juncal, 820, Paredes De Viadores, 4630-566","R Tunel Do Juncal, 21, Paredes De Viadores, 4630-566",0
"Estrada Nacional 8, 53, Vila Franca do Rosário, 2665-419","Estrada Nacional 8, Caldas da Rainha, 2500",0
"Rua Nova das Arieiras, 25, Peniche, 2520-477","r nova das awrierias, 25, Peniche, 2520-477",1
"Rua da Paz, 4, Mora, 7490-204","Rua da Paz, 4, Mora",1
"Rua Nova, 32, Alagoa, 7300-301","Rua Doutor Alexandre Carvalho Costa, 4, Alagoa, 7300-301",0
"Rua do Observatório, 57, Coimbra, 3040-004","Rua António Augusto Gonçalves, Coimbra, 3041-901",0
"Rua António de Mariz, 76, Braga, 4715-213","Avenida Doutor António Alves Palha, 37, Braga, 4715-091",0
"Rua de São Romão, 863, Maia","Rua de São Romão, 863",1
"Rua Qulntas, 2, Pias, 7200-012","Rua Gago Countinho, 8, Pias, 7830-253",0
"Rua Doutor Adrião Amado, 28, Bragança, 5300","ru doutor adrião amado, 28, Bragança, 5300",1
"R. França Borges, Torres Vedras, 2560-581","R. Padre José Miguel Roque, Torres Vedras, 2560-237",0
"Azinhaga dos Foros Velhos, 84, Ciborro, 7050-611","Rua dos Correios, 17, Ciborro, 7050-611",0
"Rua das Graciosas, 11, Vila de Frades, 7960-429","Rua das Graciosas, 11, 7960-429",1
"Rua Joaquim da Conceição Rodrigues, LT 11, Almeirim, 2080-148","Rua António Sérgio, 34, Almeirim, 2080-062",0
"Rua Luis Inacio Paiva, 24, Alcaçovas, 7090-061","Rua Luis Inácio Paiva, 46, Alcaçovas, 7090-061",0
